"時点","地域コード","地域","（季節調整値）有効求人倍率【倍】","注記"
"1988年9月","39000","高知県","0.53",""
"1988年10月","39000","高知県","0.54",""
"1988年11月","39000","高知県","0.54",""
"1988年12月","39000","高知県","0.56",""
"1989年1月","39000","高知県","0.56",""
"1989年2月","39000","高知県","0.61",""
"1989年3月","39000","高知県","0.63",""
"1989年4月","39000","高知県","0.63",""
"1989年5月","39000","高知県","0.60",""
"1989年6月","39000","高知県","0.60",""
"1989年7月","39000","高知県","0.62",""
"1989年8月","39000","高知県","0.62",""
"1989年9月","39000","高知県","0.63",""
"1989年10月","39000","高知県","0.62",""
"1989年11月","39000","高知県","0.64",""
"1989年12月","39000","高知県","0.65",""
"1990年1月","39000","高知県","0.69",""
"1990年2月","39000","高知県","0.70",""
"1990年3月","39000","高知県","0.73",""
"1990年4月","39000","高知県","0.71",""
"1990年5月","39000","高知県","0.68",""
"1990年6月","39000","高知県","0.68",""
"1990年7月","39000","高知県","0.68",""
"1990年8月","39000","高知県","0.72",""
"1990年9月","39000","高知県","0.70",""
"1990年10月","39000","高知県","0.71",""
"1990年11月","39000","高知県","0.71",""
"1990年12月","39000","高知県","0.70",""
"1991年1月","39000","高知県","0.71",""
"1991年2月","39000","高知県","0.71",""
"1991年3月","39000","高知県","0.73",""
"1991年4月","39000","高知県","0.72",""
"1991年5月","39000","高知県","0.75",""
"1991年6月","39000","高知県","0.76",""
"1991年7月","39000","高知県","0.76",""
"1991年8月","39000","高知県","0.75",""
"1991年9月","39000","高知県","0.74",""
"1991年10月","39000","高知県","0.75",""
"1991年11月","39000","高知県","0.75",""
"1991年12月","39000","高知県","0.75",""
"1992年1月","39000","高知県","0.72",""
"1992年2月","39000","高知県","0.70",""
"1992年3月","39000","高知県","0.71",""
"1992年4月","39000","高知県","0.67",""
"1992年5月","39000","高知県","0.71",""
"1992年6月","39000","高知県","0.69",""
"1992年7月","39000","高知県","0.68",""
"1992年8月","39000","高知県","0.66",""
"1992年9月","39000","高知県","0.66",""
"1992年10月","39000","高知県","0.65",""
"1992年11月","39000","高知県","0.65",""
"1992年12月","39000","高知県","0.64",""
"1993年1月","39000","高知県","0.63",""
"1993年2月","39000","高知県","0.62",""
"1993年3月","39000","高知県","0.60",""
"1993年4月","39000","高知県","0.59",""
"1993年5月","39000","高知県","0.58",""
"1993年6月","39000","高知県","0.58",""
"1993年7月","39000","高知県","0.58",""
"1993年8月","39000","高知県","0.57",""
"1993年9月","39000","高知県","0.57",""
"1993年10月","39000","高知県","0.56",""
"1993年11月","39000","高知県","0.55",""
"1993年12月","39000","高知県","0.54",""
"1994年1月","39000","高知県","0.54",""
"1994年2月","39000","高知県","0.54",""
"1994年3月","39000","高知県","0.55",""
"1994年4月","39000","高知県","0.56",""
"1994年5月","39000","高知県","0.57",""
"1994年6月","39000","高知県","0.57",""
"1994年7月","39000","高知県","0.57",""
"1994年8月","39000","高知県","0.55",""
"1994年9月","39000","高知県","0.53",""
"1994年10月","39000","高知県","0.56",""
"1994年11月","39000","高知県","0.55",""
"1994年12月","39000","高知県","0.55",""
"1995年1月","39000","高知県","0.55",""
"1995年2月","39000","高知県","0.53",""
"1995年3月","39000","高知県","0.53",""
"1995年4月","39000","高知県","0.52",""
"1995年5月","39000","高知県","0.50",""
"1995年6月","39000","高知県","0.48",""
"1995年7月","39000","高知県","0.46",""
"1995年8月","39000","高知県","0.47",""
"1995年9月","39000","高知県","0.46",""
"1995年10月","39000","高知県","0.46",""
"1995年11月","39000","高知県","0.46",""
"1995年12月","39000","高知県","0.47",""
"1996年1月","39000","高知県","0.47",""
"1996年2月","39000","高知県","0.47",""
"1996年3月","39000","高知県","0.46",""
"1996年4月","39000","高知県","0.46",""
"1996年5月","39000","高知県","0.46",""
"1996年6月","39000","高知県","0.47",""
"1996年7月","39000","高知県","0.48",""
"1996年8月","39000","高知県","0.48",""
"1996年9月","39000","高知県","0.48",""
"1996年10月","39000","高知県","0.49",""
"1996年11月","39000","高知県","0.49",""
"1996年12月","39000","高知県","0.47",""
"1997年1月","39000","高知県","0.49",""
"1997年2月","39000","高知県","0.50",""
"1997年3月","39000","高知県","0.51",""
"1997年4月","39000","高知県","0.51",""
"1997年5月","39000","高知県","0.51",""
"1997年6月","39000","高知県","0.50",""
"1997年7月","39000","高知県","0.48",""
"1997年8月","39000","高知県","0.48",""
"1997年9月","39000","高知県","0.46",""
"1997年10月","39000","高知県","0.47",""
"1997年11月","39000","高知県","0.44",""
"1997年12月","39000","高知県","0.43",""
"1998年1月","39000","高知県","0.40",""
"1998年2月","39000","高知県","0.40",""
"1998年3月","39000","高知県","0.39",""
"1998年4月","39000","高知県","0.38",""
"1998年5月","39000","高知県","0.38",""
"1998年6月","39000","高知県","0.37",""
"1998年7月","39000","高知県","0.37",""
"1998年8月","39000","高知県","0.38",""
"1998年9月","39000","高知県","0.38",""
"1998年10月","39000","高知県","0.37",""
"1998年11月","39000","高知県","0.37",""
"1998年12月","39000","高知県","0.39",""
"1999年1月","39000","高知県","0.39",""
"1999年2月","39000","高知県","0.41",""
"1999年3月","39000","高知県","0.41",""
"1999年4月","39000","高知県","0.40",""
"1999年5月","39000","高知県","0.39",""
"1999年6月","39000","高知県","0.40",""
"1999年7月","39000","高知県","0.41",""
"1999年8月","39000","高知県","0.42",""
"1999年9月","39000","高知県","0.43",""
"1999年10月","39000","高知県","0.43",""
"1999年11月","39000","高知県","0.44",""
"1999年12月","39000","高知県","0.43",""
"2000年1月","39000","高知県","0.43",""
"2000年2月","39000","高知県","0.44",""
"2000年3月","39000","高知県","0.46",""
"2000年4月","39000","高知県","0.49",""
"2000年5月","39000","高知県","0.48",""
"2000年6月","39000","高知県","0.49",""
"2000年7月","39000","高知県","0.49",""
"2000年8月","39000","高知県","0.48",""
"2000年9月","39000","高知県","0.50",""
"2000年10月","39000","高知県","0.52",""
"2000年11月","39000","高知県","0.54",""
"2000年12月","39000","高知県","0.56",""
"2001年1月","39000","高知県","0.53",""
"2001年2月","39000","高知県","0.52",""
"2001年3月","39000","高知県","0.47",""
"2001年4月","39000","高知県","0.48",""
"2001年5月","39000","高知県","0.49",""
"2001年6月","39000","高知県","0.48",""
"2001年7月","39000","高知県","0.47",""
"2001年8月","39000","高知県","0.45",""
"2001年9月","39000","高知県","0.45",""
"2001年10月","39000","高知県","0.43",""
"2001年11月","39000","高知県","0.42",""
"2001年12月","39000","高知県","0.41",""
"2002年1月","39000","高知県","0.42",""
"2002年2月","39000","高知県","0.43",""
"2002年3月","39000","高知県","0.44",""
"2002年4月","39000","高知県","0.44",""
"2002年5月","39000","高知県","0.43",""
"2002年6月","39000","高知県","0.44",""
"2002年7月","39000","高知県","0.44",""
"2002年8月","39000","高知県","0.45",""
"2002年9月","39000","高知県","0.44",""
"2002年10月","39000","高知県","0.42",""
"2002年11月","39000","高知県","0.41",""
"2002年12月","39000","高知県","0.42",""
"2003年1月","39000","高知県","0.42",""
"2003年2月","39000","高知県","0.41",""
"2003年3月","39000","高知県","0.42",""
"2003年4月","39000","高知県","0.41",""
"2003年5月","39000","高知県","0.41",""
"2003年6月","39000","高知県","0.40",""
"2003年7月","39000","高知県","0.41",""
"2003年8月","39000","高知県","0.42",""
"2003年9月","39000","高知県","0.44",""
"2003年10月","39000","高知県","0.45",""
"2003年11月","39000","高知県","0.46",""
"2003年12月","39000","高知県","0.48",""
"2004年1月","39000","高知県","0.48",""
"2004年2月","39000","高知県","0.47",""
"2004年3月","39000","高知県","0.46",""
"2004年4月","39000","高知県","0.45",""
"2004年5月","39000","高知県","0.46",""
"2004年6月","39000","高知県","0.45",""
"2004年7月","39000","高知県","0.46",""
"2004年8月","39000","高知県","0.45",""
"2004年9月","39000","高知県","0.46",""
"2004年10月","39000","高知県","0.47",""
"2004年11月","39000","高知県","0.46",""
"2004年12月","39000","高知県","0.46",""
"2005年1月","39000","高知県","0.45",""
"2005年2月","39000","高知県","0.44",""
"2005年3月","39000","高知県","0.44",""
"2005年4月","39000","高知県","0.46",""
"2005年5月","39000","高知県","0.47",""
"2005年6月","39000","高知県","0.49",""
"2005年7月","39000","高知県","0.49",""
"2005年8月","39000","高知県","0.49",""
"2005年9月","39000","高知県","0.49",""
"2005年10月","39000","高知県","0.49",""
"2005年11月","39000","高知県","0.50",""
"2005年12月","39000","高知県","0.49",""
"2006年1月","39000","高知県","0.51",""
"2006年2月","39000","高知県","0.52",""
"2006年3月","39000","高知県","0.52",""
"2006年4月","39000","高知県","0.50",""
"2006年5月","39000","高知県","0.51",""
"2006年6月","39000","高知県","0.51",""
"2006年7月","39000","高知県","0.48",""
"2006年8月","39000","高知県","0.47",""
"2006年9月","39000","高知県","0.45",""
"2006年10月","39000","高知県","0.44",""
"2006年11月","39000","高知県","0.46",""
